source,source_page,page_title,product_name,price,price_unit,product_url,image,badge,blocked_or_unavailable
walmart_wellness,https://www.walmart.com/cp/the-wellness-hub/5523094?povid=OMNISRV_D_i_GLOBAL_Nav_ServicesNav_HW_4097505_SuperDepartment_ClinicalServices_WellnessHub,,,,,,,,True
