source,url,product_name,brand,size_volume,price,description,ingredients,image,blocked_or_unavailable
walmart,https://www.walmart.com/ip/Noxzema-Classic-Clean-Original-Deep-Cleansing-Cream-12-oz/10294073,,,,,,,,True
