source,url,product_name,brand,size_volume,price,description,ingredients,image,blocked_or_unavailable
food_city,https://foodcityships.com/p/3085/Noxzema-Deep-Original-Classic-Clean-Cleansing-Cream--12-oz,,,,,,,,True
