source,url,product_name,brand,size_volume,price,currency,description,image,blocked_or_unavailable
jumia_noxzema_data,https://www.jumia.com.ng/noxzema-moisturizing-cleansing-cream-wt-eucalyptus-extract-340g-418987238.html,Noxzema Moisturizing Cleansing Cream Wt Eucalyptus Extract 340g | Jumia Nigeria,Noxzema,340g,35000.00,NGN,Get the Moisturizing Cleansing Cream Wt Eucalyptus Extract 340g online at Jumia Nigeria and other Noxzema Cleansers on Jumia Nigeria ✓ Price in Naira ✓ Enjoy cash on delivery - Shop Now!,https://ng.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/83/2789814/1.jpg?0429,False
