source,url,product_name,brand,size_volume,price,description,image,blocked_or_unavailable
walmart_next_data,https://www.walmart.com/ip/Noxzema-Original-Facial-Cleanser-Cream-Daily-Deep-Face-Cleansing-for-All-Skin-Types-12-oz/14122693,,,,,,,True
